date,daily_avg_temp,year
2022-04-01,-5.791666666666667,2022
2022-04-02,-3.779166666666667,2022
2022-04-03,-6.304166666666667,2022
2022-04-04,-5.383333333333333,2022
2022-04-05,-2.8333333333333335,2022
2022-04-06,-0.26249999999999996,2022
2022-04-07,-1.6333333333333335,2022
2022-04-08,0.3875,2022
2022-04-09,2.2875,2022
2022-04-10,1.2416666666666667,2022
2022-04-11,0.3208333333333333,2022
2022-04-12,-0.7916666666666666,2022
2022-04-13,0.375,2022
2022-04-14,1.2833333333333334,2022
2022-04-15,-1.075,2022
2022-04-16,0.8791666666666665,2022
2022-04-17,0.9333333333333332,2022
2022-04-18,2.279166666666667,2022
2022-04-19,2.4833333333333334,2022
2022-04-20,3.7624999999999997,2022
2022-04-21,5.558333333333334,2022
2022-04-22,1.9583333333333333,2022
2022-04-23,2.9875000000000003,2022
2022-04-24,2.2333333333333334,2022
2022-04-25,2.3958333333333335,2022
2022-04-26,0.4291666666666667,2022
2022-04-27,-1.8041666666666665,2022
2022-04-28,-0.15833333333333333,2022
2022-04-29,-1.2333333333333334,2022
2022-04-30,0.22083333333333333,2022
2022-05-01,0.3333333333333333,2022
2022-05-02,3.525,2022
2022-05-03,0.5333333333333333,2022
2022-05-04,0.4458333333333333,2022
2022-05-05,3.5666666666666664,2022
2022-05-06,5.1375,2022
2022-05-07,5.495833333333334,2022
2022-05-08,2.183333333333333,2022
2022-05-09,4.2375,2022
2022-05-10,8.762500000000001,2022
2022-05-11,7.454166666666667,2022
2022-05-12,6.083333333333333,2022
2022-05-13,4.7,2022
2022-05-14,6.891666666666667,2022
2022-05-15,5.895833333333333,2022
2022-05-16,4.854166666666667,2022
2022-05-17,4.195833333333334,2022
2022-05-18,5.229166666666667,2022
2022-05-19,4.9125000000000005,2022
2022-05-20,7.7749999999999995,2022
2022-05-21,10.875,2022
2022-05-22,11.133333333333333,2022
2022-05-23,9.766666666666667,2022
2022-05-24,14.108333333333334,2022
2022-05-25,16.974999999999998,2022
2022-05-26,14.516666666666666,2022
2022-05-27,9.370833333333334,2022
2022-05-28,8.166666666666666,2022
2022-05-29,11.054166666666667,2022
2022-05-30,12.891666666666666,2022
2022-05-31,16.2375,2022
2022-06-01,13.641666666666666,2022
2022-06-02,14.733333333333334,2022
2022-06-03,12.216666666666667,2022
2022-06-04,10.1875,2022
2022-06-05,10.458333333333334,2022
2022-06-06,9.520833333333334,2022
2022-06-07,11.0625,2022
2022-06-08,14.366666666666667,2022
2022-06-09,13.270833333333334,2022
2022-06-10,12.945833333333333,2022
2022-06-11,15.450000000000001,2022
2022-06-12,14.762500000000001,2022
2022-06-13,14.366666666666667,2022
2022-06-14,14.633333333333333,2022
2022-06-15,14.345833333333333,2022
2022-06-16,10.170833333333333,2022
2022-06-17,11.170833333333334,2022
2022-06-18,13.9375,2022
2022-06-19,13.233333333333334,2022
2022-06-20,13.304166666666667,2022
2022-06-21,15.200000000000001,2022
2022-06-22,13.654166666666667,2022
2022-06-23,14.75,2022
2022-06-24,15.875,2022
2022-06-25,18.404166666666665,2022
2022-06-26,19.037499999999998,2022
2022-06-27,21.59583333333333,2022
2022-06-28,22.55,2022
2022-06-29,22.675,2022
2022-06-30,23.224999999999998,2022
