date,daily_avg_temp,year
2018-04-01,-4.8,2018
2018-04-02,-5.720833333333334,2018
2018-04-03,-2.5375,2018
2018-04-04,-3.0541666666666667,2018
2018-04-05,1.182608695652174,2018
2018-04-06,1.25,2018
2018-04-07,-0.8291666666666666,2018
2018-04-08,-1.7958333333333334,2018
2018-04-09,-0.8958333333333334,2018
2018-04-10,-5.229166666666667,2018
2018-04-11,-1.9583333333333333,2018
2018-04-12,-2.9125,2018
2018-04-13,0.029166666666666684,2018
2018-04-14,2.3000000000000003,2018
2018-04-15,4.9125000000000005,2018
2018-04-16,2.7583333333333333,2018
2018-04-17,1.0708333333333333,2018
2018-04-18,1.9583333333333333,2018
2018-04-19,1.2791666666666666,2018
2018-04-20,1.0999999999999999,2018
2018-04-21,2.1541666666666663,2018
2018-04-22,0.6375000000000001,2018
2018-04-23,2.9291666666666667,2018
2018-04-24,4.1125,2018
2018-04-25,4.075,2018
2018-04-26,1.8333333333333333,2018
2018-04-27,1.1500000000000001,2018
2018-04-28,2.9,2018
2018-04-29,2.154166666666667,2018
2018-04-30,4.0874999999999995,2018
2018-05-01,5.8,2018
2018-05-02,4.381818181818182,2018
2018-05-03,4.279166666666667,2018
2018-05-04,3.2458333333333336,2018
2018-05-05,3.0583333333333336,2018
2018-05-06,6.083333333333333,2018
2018-05-07,5.408333333333334,2018
2018-05-08,3.8375,2018
2018-05-09,9.545833333333333,2018
2018-05-10,10.329166666666667,2018
2018-05-11,11.987499999999999,2018
2018-05-12,11.495833333333332,2018
2018-05-13,12.637500000000001,2018
2018-05-14,12.641666666666666,2018
2018-05-15,12.079166666666666,2018
2018-05-16,13.541666666666666,2018
2018-05-17,11.934782608695652,2018
2018-05-18,8.429166666666667,2018
2018-05-19,10.445833333333333,2018
2018-05-20,11.525,2018
2018-05-21,12.616666666666667,2018
2018-05-22,14.879166666666668,2018
2018-05-23,11.120833333333332,2018
2018-05-24,11.358333333333334,2018
2018-05-25,14.083333333333334,2018
2018-05-26,12.229166666666666,2018
2018-05-27,11.112499999999999,2018
2018-05-28,14.354166666666666,2018
2018-05-29,15.004166666666668,2018
2018-05-30,12.783333333333333,2018
2018-05-31,9.978260869565217,2018
2018-06-01,13.387500000000001,2018
2018-06-02,13.987499999999999,2018
2018-06-03,12.683333333333332,2018
2018-06-04,10.479166666666666,2018
2018-06-05,8.674999999999999,2018
2018-06-06,7.8,2018
2018-06-07,7.2,2018
2018-06-08,8.933333333333334,2018
2018-06-09,10.295833333333333,2018
2018-06-10,11.5625,2018
2018-06-11,12.629166666666668,2018
2018-06-12,10.07391304347826,2018
2018-06-13,10.091666666666667,2018
2018-06-14,13.729166666666666,2018
2018-06-15,16.770833333333332,2018
2018-06-16,15.1875,2018
2018-06-17,14.833333333333334,2018
2018-06-18,17.0125,2018
2018-06-19,14.258333333333333,2018
2018-06-20,13.0875,2018
2018-06-21,13.591666666666667,2018
2018-06-22,12.38695652173913,2018
2018-06-23,11.700000000000001,2018
2018-06-24,13.016666666666666,2018
2018-06-25,14.670833333333334,2018
2018-06-26,15.208333333333334,2018
2018-06-27,14.554166666666667,2018
2018-06-28,13.058333333333332,2018
2018-06-29,12.704166666666666,2018
2018-06-30,12.695833333333333,2018
