date,daily_avg_temp,year
2020-04-01,-2.25,2020
2020-04-02,-4.4375,2020
2020-04-03,-1.8125,2020
2020-04-04,-3.1125000000000003,2020
2020-04-05,-3.2375000000000003,2020
2020-04-06,-1.1291666666666667,2020
2020-04-07,1.3708333333333333,2020
2020-04-08,4.3,2020
2020-04-09,1.4208333333333334,2020
2020-04-10,-0.9458333333333333,2020
2020-04-11,-1.425,2020
2020-04-12,-0.5625,2020
2020-04-13,0.37916666666666665,2020
2020-04-14,-0.6458333333333334,2020
2020-04-15,-0.6375,2020
2020-04-16,0.3416666666666666,2020
2020-04-17,0.033333333333333305,2020
2020-04-18,1.0999999999999999,2020
2020-04-19,0.65,2020
2020-04-20,1.5125,2020
2020-04-21,2.2166666666666663,2020
2020-04-22,0.9750000000000001,2020
2020-04-23,-0.10416666666666667,2020
2020-04-24,-0.2916666666666667,2020
2020-04-25,0.6625,2020
2020-04-26,1.3499999999999999,2020
2020-04-27,0.5791666666666667,2020
2020-04-28,1.1583333333333334,2020
2020-04-29,1.5875000000000001,2020
2020-04-30,1.1375,2020
2020-05-01,3.4,2020
2020-05-02,5.704166666666667,2020
2020-05-03,4.679166666666666,2020
2020-05-04,4.104166666666667,2020
2020-05-05,4.4125000000000005,2020
2020-05-06,5.391666666666667,2020
2020-05-07,4.029166666666667,2020
2020-05-08,3.829166666666667,2020
2020-05-09,3.516666666666667,2020
2020-05-10,2.8000000000000003,2020
2020-05-11,1.8875,2020
2020-05-12,3.0541666666666667,2020
2020-05-13,3.6374999999999997,2020
2020-05-14,4.191666666666666,2020
2020-05-15,3.845833333333333,2020
2020-05-16,4.6875,2020
2020-05-17,5.5874999999999995,2020
2020-05-18,5.470833333333334,2020
2020-05-19,5.470833333333334,2020
2020-05-20,5.320833333333334,2020
2020-05-21,6.854166666666667,2020
2020-05-22,7.925000000000001,2020
2020-05-23,9.708333333333334,2020
2020-05-24,13.4375,2020
2020-05-25,10.862499999999999,2020
2020-05-26,11.987499999999999,2020
2020-05-27,11.237499999999999,2020
2020-05-28,9.958333333333334,2020
2020-05-29,10.033333333333333,2020
2020-05-30,10.533333333333333,2020
2020-05-31,12.308333333333332,2020
2020-06-01,14.204166666666666,2020
2020-06-02,16.070833333333333,2020
2020-06-03,13.75,2020
2020-06-04,17.229166666666668,2020
2020-06-05,14.35,2020
2020-06-06,16.075,2020
2020-06-07,12.916666666666666,2020
2020-06-08,13.333333333333334,2020
2020-06-09,11.9625,2020
2020-06-10,13.112499999999999,2020
2020-06-11,14.775,2020
2020-06-12,14.729166666666666,2020
2020-06-13,16.104166666666668,2020
2020-06-14,18.925,2020
2020-06-15,17.208333333333332,2020
2020-06-16,16.1375,2020
2020-06-17,19.2375,2020
2020-06-18,18.083333333333332,2020
2020-06-19,17.429166666666667,2020
2020-06-20,16.3125,2020
2020-06-21,18.166666666666668,2020
2020-06-22,19.650000000000002,2020
2020-06-23,18.229166666666668,2020
2020-06-24,18.925,2020
2020-06-25,20.212500000000002,2020
2020-06-26,19.754166666666666,2020
2020-06-27,17.633333333333333,2020
2020-06-28,15.991666666666667,2020
2020-06-29,18.441666666666666,2020
2020-06-30,16.104166666666668,2020
