date,daily_avg_temp,year
2023-04-01,-7.141666666666667,2023
2023-04-02,-7.020833333333333,2023
2023-04-03,-7.5874999999999995,2023
2023-04-04,-5.770833333333333,2023
2023-04-05,-5.016666666666667,2023
2023-04-06,2.108333333333333,2023
2023-04-07,2.841666666666667,2023
2023-04-08,-0.24999999999999997,2023
2023-04-09,0.9958333333333332,2023
2023-04-10,4.154166666666667,2023
2023-04-11,-0.5583333333333333,2023
2023-04-12,2.7916666666666665,2023
2023-04-13,1.4041666666666668,2023
2023-04-14,1.5875000000000001,2023
2023-04-15,1.9958333333333333,2023
2023-04-16,1.1458333333333333,2023
2023-04-17,-1.7333333333333334,2023
2023-04-18,-0.06666666666666667,2023
2023-04-19,2.0416666666666665,2023
2023-04-20,3.295833333333333,2023
2023-04-21,2.375,2023
2023-04-22,1.6416666666666666,2023
2023-04-23,-0.4416666666666667,2023
2023-04-24,0.7833333333333333,2023
2023-04-25,1.1624999999999999,2023
2023-04-26,6.658333333333334,2023
2023-04-27,6.558333333333334,2023
2023-04-28,0.6083333333333333,2023
2023-04-29,0.6458333333333334,2023
2023-04-30,2.283333333333333,2023
2023-05-01,1.3916666666666666,2023
2023-05-02,1.1708333333333334,2023
2023-05-03,0.5416666666666666,2023
2023-05-04,-0.39999999999999997,2023
2023-05-05,0.2625,2023
2023-05-06,1.7041666666666666,2023
2023-05-07,2.0708333333333333,2023
2023-05-08,4.425,2023
2023-05-09,7.1499999999999995,2023
2023-05-10,9.504166666666666,2023
2023-05-11,10.170833333333333,2023
2023-05-12,6.716666666666666,2023
2023-05-13,8.295833333333333,2023
2023-05-14,9.491666666666667,2023
2023-05-15,12.479166666666666,2023
2023-05-16,14.941666666666668,2023
2023-05-17,11.783333333333333,2023
2023-05-18,6.733333333333333,2023
2023-05-19,7.983333333333333,2023
2023-05-20,11.512500000000001,2023
2023-05-21,11.704166666666666,2023
2023-05-22,12.0875,2023
2023-05-23,13.825000000000001,2023
2023-05-24,13.254166666666668,2023
2023-05-25,10.054166666666667,2023
2023-05-26,8.329166666666667,2023
2023-05-27,7.8374999999999995,2023
2023-05-28,9.6,2023
2023-05-29,8.920833333333333,2023
2023-05-30,8.637500000000001,2023
2023-05-31,10.049999999999999,2023
2023-06-01,6.504166666666666,2023
2023-06-02,6.745833333333334,2023
2023-06-03,8.383333333333333,2023
2023-06-04,9.125,2023
2023-06-05,10.204347826086956,2023
2023-06-06,9.116666666666667,2023
2023-06-07,9.233333333333333,2023
2023-06-08,10.108333333333333,2023
2023-06-09,9.179166666666667,2023
2023-06-10,11.441666666666668,2023
2023-06-11,13.841666666666667,2023
2023-06-12,14.575000000000001,2023
2023-06-13,14.066666666666668,2023
2023-06-14,14.166666666666666,2023
2023-06-15,15.1,2023
2023-06-16,17.966666666666665,2023
2023-06-17,17.537499999999998,2023
2023-06-18,18.220833333333335,2023
2023-06-19,18.445833333333333,2023
2023-06-20,20.695833333333333,2023
2023-06-21,18.533333333333335,2023
2023-06-22,20.5,2023
2023-06-23,16.704166666666666,2023
2023-06-24,15.879166666666668,2023
2023-06-25,17.55,2023
2023-06-26,19.583333333333332,2023
2023-06-27,19.454166666666666,2023
2023-06-28,19.320833333333333,2023
2023-06-29,20.3125,2023
2023-06-30,17.349999999999998,2023
