date,daily_avg_temp,year
2017-04-01,-1.7916666666666667,2017
2017-04-02,-2.345833333333333,2017
2017-04-03,-0.024999999999999984,2017
2017-04-04,3.4916666666666667,2017
2017-04-05,2.0833333333333335,2017
2017-04-06,0.7000000000000001,2017
2017-04-07,-0.48333333333333334,2017
2017-04-08,-3.9916666666666667,2017
2017-04-09,-1.2333333333333332,2017
2017-04-10,2.8833333333333333,2017
2017-04-11,-0.8916666666666666,2017
2017-04-12,-3.3958333333333335,2017
2017-04-13,-3.841666666666667,2017
2017-04-14,-5.816666666666666,2017
2017-04-15,-4.179166666666666,2017
2017-04-16,-5.520833333333333,2017
2017-04-17,-3.391666666666667,2017
2017-04-18,-3.7125,2017
2017-04-19,-1.325,2017
2017-04-20,0.42083333333333334,2017
2017-04-21,2.1875,2017
2017-04-22,1.4958333333333333,2017
2017-04-23,0.8875000000000001,2017
2017-04-24,2.4541666666666666,2017
2017-04-25,4.1625000000000005,2017
2017-04-26,1.1500000000000001,2017
2017-04-27,0.3875,2017
2017-04-28,0.8208333333333333,2017
2017-04-29,3.420833333333333,2017
2017-04-30,1.9166666666666667,2017
2017-05-01,2.6041666666666665,2017
2017-05-02,2.3541666666666665,2017
2017-05-03,1.325,2017
2017-05-04,2.1958333333333333,2017
2017-05-05,2.9416666666666664,2017
2017-05-06,2.2125,2017
2017-05-07,-0.15416666666666665,2017
2017-05-08,-1.2916666666666667,2017
2017-05-09,-0.29583333333333334,2017
2017-05-10,-0.03333333333333333,2017
2017-05-11,-1.0416666666666667,2017
2017-05-12,-0.3,2017
2017-05-13,0.9166666666666666,2017
2017-05-14,1.2458333333333333,2017
2017-05-15,2.4125,2017
2017-05-16,3.716666666666667,2017
2017-05-17,5.270833333333333,2017
2017-05-18,6.558333333333334,2017
2017-05-19,6.683333333333334,2017
2017-05-20,4.829166666666667,2017
2017-05-21,5.875,2017
2017-05-22,7.233333333333333,2017
2017-05-23,7.558333333333334,2017
2017-05-24,9.716666666666667,2017
2017-05-25,8.174999999999999,2017
2017-05-26,6.945833333333333,2017
2017-05-27,5.883333333333333,2017
2017-05-28,4.995833333333334,2017
2017-05-29,4.769565217391304,2017
2017-05-30,6.375,2017
2017-05-31,5.395833333333333,2017
2017-06-01,4.8875,2017
2017-06-02,4.875,2017
2017-06-03,4.979166666666667,2017
2017-06-04,5.116666666666666,2017
2017-06-05,7.773913043478261,2017
2017-06-06,9.92608695652174,2017
2017-06-07,12.133333333333333,2017
2017-06-08,19.25,2017
2017-06-09,16.483333333333334,2017
2017-06-10,12.954166666666666,2017
2017-06-11,12.825000000000001,2017
2017-06-12,13.258333333333333,2017
2017-06-13,13.525,2017
2017-06-14,11.695833333333333,2017
2017-06-15,14.73913043478261,2017
2017-06-16,15.108333333333334,2017
2017-06-17,15.383333333333333,2017
2017-06-18,14.0625,2017
2017-06-19,14.429166666666667,2017
2017-06-20,13.833333333333334,2017
2017-06-21,9.4125,2017
2017-06-22,8.279166666666667,2017
2017-06-23,9.691666666666666,2017
2017-06-24,12.570833333333333,2017
2017-06-25,13.012500000000001,2017
2017-06-26,11.65,2017
2017-06-27,12.816666666666668,2017
2017-06-28,12.166666666666666,2017
2017-06-29,13.579166666666666,2017
2017-06-30,15.9125,2017
